,favorites,language,polarity,retweets,text
206,0,en,0.0,0,Cotizaciones al 14 12 2017 09 00 PM Bitcoin BTC 92 341 131 Ethereum ETH 3 875 695 Litecoin LTC 1 555 857 BTC Cash BCH 10 882 220
207,0,en,0.4,0,GET 10 00 FREE with 100 00 purchase Coinbase is where I trade Cryptocurrency Bitcoin Ethereum amp Litecoin
208,0,en,-0.05000000000000002,0,15 min RSI Signals BTC GAME 37 91 IOP SNT XRP BYC MUE UNB FUN TRST BTS MEME EXCL NMR XLM LTC SNGLS XMR EDG GUP
210,1,en,0.25,0,Now is a much better time to buy if you re looking to buy and hold The next bitcoin futures happen nex
211,0,en,-0.039583333333333345,0,Saw LTC tumbling hard thought I could quickly sell and then buy back in and make a few hun
212,1,en,0.0,0,Did you try bittrex Maybe buy litecoin on coinbase and send litecoin to bitt
214,0,en,-0.25,0,team I m waiting for a very similar failed transaction LTC to XVG
216,0,en,0.0,0,Send me a pm with inside info for ltc
217,1,en,0.6428571428571428,0,I predict that right now is the best time to buy litecoin Come this time tomorrow it is going to the moon
218,0,en,1.0,0,Probably my best tweet ETC ETH BTC LTC DGB
219,1,en,0.0,0,withdrew litecoin from my vault now waited 48 hours Now its not clearing the funds Help
220,0,en,0.0,1,Cryptocurrencies ETH LTC DASH XMR ZCASH
221,1,en,0.37142857142857144,0,Really wish for more volume in litecoin right now Trying to make some more money
222,0,en,0.0,0,Valores dolar R 3 3372 BITCOIN MCDTBC R 58999 12345000 BITCOIN BLCHAIN R 54930 09 LITECOIN MCDTBC R 1097 77777000
223,0,en,-0.05,0,Long term Hold position u2026 LTCUSD
224,0,en,0.0,0,If LTC keeps moving up we might see the following targets Target 1 450 Target 2 475 Target 3 500 Target 4
225,0,en,0.2857142857142857,0,Yeah believe me you are doing the right thing investing in crypto Litecoin will moon
226,0,en,0.0,0,You haven t had a give away for that 1 LTC yet that you had said you would do a while back
227,0,en,0.3,0,alright I just invested 100 worth of BTC ETH amp LTC
228,0,en,0.0,0,Buy and hold at dip
229,2,en,0.35714285714285715,0,io We need people to start using litecoin for most transactions to take a large part of the load off BT
231,2,en,0.0,0,Litecoin
233,0,en,0.2681818181818182,1,Join the AllStarTradingTeam NOW for our FREE live Crypto Q amp A Bring your questions BTC LTC ETH Ripple XRP
234,0,en,0.6,0,I liked a video Ripple Litecoin Bitcoin amp Ether Lets Go
235,0,en,0.9099999999999999,0,LTC very good buy now to 600USD
236,0,en,0.0,0,ltc breaking out on the 1 min charts
237,0,en,0.45,1,If you have difficulties to withdraw in Kraken and if you have service non available try many times and it will w
238,0,en,0.07777777777777779,0,Come on I need my Litecoin to go up Not down
239,2,en,0.0,0,Pray for the niggas that use litecoin
240,3,en,0.0,0,All you bears Piss off your not made for bull runs litecoin bitcoin
241,0,en,-0.7142857142857143,0,So sick Litecoin that s what profits look like cryptocurrency
242,0,en,0.0,0,Coming soon Litecoin Litecoinmatters
243,0,en,0.0,0,What your 1 HODL for 2018 Bitcoin Ethereum Litecoin BticoinCash Ripple Dash IOTA
244,1,en,5.551115123125783e-17,0,des Ehhhh Do it yourself and It s not so bad Also it feels really really good Jus
245,0,en,0.0,0,Current LTC price 279 27 Buy on Binance with 50 discount trading fee
246,0,en,0.0,0,Litecoin started to take off because it s one of the 3 currency exchanges on coinbase Wh
247,0,en,0.10714285714285714,0,Hold DO NOT TAKE SUCH A LARGE LOSS ltc will pump again infact take a look at the 1min c
248,1,en,0.06153846153846154,0,is Litecoin ready to run Broke through 285 Are the bulls being let loose
250,0,en,0.0,0,BTC ETH XVG NEO LTC SUB
251,0,en,0.0,0,Beatles are the BTC to the Yardbirds LTC
252,2,en,0.39285714285714285,0,Shoutout to litecoin for peaking right as I bought more of it
253,0,en,-0.4,0,LTC losses comes with the game
255,1,en,-0.1,0,LWbTqK84C11ZsR2mg3vxJhi5WFFXkbqoKj lets see a LTC surge in the next few hours
256,0,en,0.0,0,Litecoin LTC Current Price 274 072 1 Hour 1 12 24 Hours 10 01 7 Days 182 0 ltc litecoin
258,0,en,0.1,0,Thank you but I ll stick with decentralized Litecoin for fast and low fees
259,0,en,-0.125,0,Finally caved bought ADA and REQ LTC has fallen might exchange not sure yet
261,0,en,0.0,0,Current BTC price 16578 80 Buy on Binance with 50 discount trading fee
262,0,en,0.0,0,Take that money and invest it into LiteCoin
263,0,en,-0.05,0,As long as they don t touch my Litecoin
264,2,en,0.0,1,Received my 18k Gold Ledger Nano from the I would like to thank and for
265,0,en,0.21666666666666665,0,Strongly believe ppl will sell off xrp gains and return back to ltc
266,0,en,-0.4,0,Fuck you I m just trying to verify my ID before LTC skyrockets this weekend
267,2,en,0.0,0,Every time we log in a fee of 005 LTC NetNeutrality BTC ETH
270,0,en,0.0,0,I made a buy on litecoin and the transaction is still pending yet you guys took the money out of my acco
271,0,en,0.36363636363636365,0,LTC needs more positive media attention
272,0,en,-0.8,0,haters gonna hate Add eth amp LTC to square as well
273,1,en,0.0,0,CryptoCompare LiteCoin price changed 2 30 to 279 94 litecoin
274,0,en,0.0,0,LITECOIN MANIACS XPR STR ID RIPPLR JUNIO BUILDING BLOCK CHAIN WITH IBM FOR CROSS BOARDER PAYMENTS OPEN ACCTS AT
275,0,en,0.30416666666666664,0,LTC and BTC have I think ETH s still got a little more catching up to do
276,9,en,0.6000000000000001,3,The bear bull fight at 283 on litecoin is amazing to watch
277,0,en,0.0,0,What about LTC should I sell or hold i m holding since 420 now it s 270 Will it go up again
278,0,en,0.5,0,All you need to know about the top 5 cryptocurrencies
279,0,en,0.006249999999999999,0,LTC 5H I believe we still need to see a minor 5up in major 1up
280,0,en,0.0,0,LTC to GBP price 206 08 litecoin ltc cryptocurrency
281,0,en,0.0,0,LTC to BTC price B0 016684 litecoin ltc cryptocurrency
282,0,en,0.0,0,LTC to USD price 276 80 litecoin ltc cryptocurrency
284,0,en,0.0,0,CaptainCrypto predicts a LTC correction back to the 240 250 USD neighborhood before continuing its grown trend crypto BTC realmoney
285,0,en,0.1,0,Forget bitcoin one of its cryptocurrency rivals is up nearly 5 800 percent this year LTC Litecoin
286,0,en,0.2,0,Our wallet is ready for 19 months of lottery prices Don t miss the announcement this Saturday follow us and retwe
287,0,en,0.5,0,Would love your thoughts on LTC Nic
288,0,en,-0.05,0,AXA Equitable Provides Long Term Care Protection Tips in Honor of National Long Term Care Awareness Month
291,0,en,0.2857142857142857,0,We can hope but it s a bear market right now They want to buy up your cheep LTC
292,0,en,-0.07777777777777779,0,Just like Litecoin when they re done playing with Ripple it will go back down When
293,0,en,0.0,0,Litecoin LTC Price 279 33 Change in 1h 1 32 Market cap 15 169 467 973 00 Ranking 5 Litecoin LTC
294,0,en,0.0,0,Bitcoin Ethereum Ripple Bitcoin Cash Litecoin Dash NEM NEO BitConnect Monero y otras
295,0,en,0.0,0,If ya not payin in Litecoin I don t wanna work
296,0,en,0.0,0,Is there a platform that you can short litecoin bitecoin crypto eth ltc btc coinbase cob cobinhood robinhood stocks
297,0,en,0.0,0,The heat is on StephenPetith Oceaneer Advisor Savetheocean Sovereignperson Business
298,0,en,0.0,0,Last litecoin price on bitstamp 273 8
299,0,en,0.1,0,LTC Real Time Price 1 Litecoin 283 80 USD GDAX Follow us for regular updates litecoin LTC
300,1,en,0.3,0,LTC is now worth 279 27 1 22 LTC
301,0,en,0.0,0,Crypto Watch TRON TRX Price Surges Over 500 In A Week Outperforming Source r T
302,0,en,0.0,0,Cotizaciones al 14 12 2017 09 00 PM Bitcoin BTC 92 341 131 Ethereum ETH 3 875 695 Litecoin LTC 1 555 857 BTC Cash BCH 10 882 220
303,0,en,0.4,0,GET 10 00 FREE with 100 00 purchase Coinbase is where I trade Cryptocurrency Bitcoin Ethereum amp Litecoin
304,0,en,-0.05000000000000002,0,15 min RSI Signals BTC GAME 37 91 IOP SNT XRP BYC MUE UNB FUN TRST BTS MEME EXCL NMR XLM LTC SNGLS XMR EDG GUP
306,1,en,0.25,0,Now is a much better time to buy if you re looking to buy and hold The next bitcoin futures happen nex
307,0,en,-0.039583333333333345,0,Saw LTC tumbling hard thought I could quickly sell and then buy back in and make a few hun
308,1,en,0.0,0,Did you try bittrex Maybe buy litecoin on coinbase and send litecoin to bitt
310,0,en,-0.25,0,team I m waiting for a very similar failed transaction LTC to XVG
312,0,en,0.0,0,Send me a pm with inside info for ltc
313,1,en,0.6428571428571428,0,I predict that right now is the best time to buy litecoin Come this time tomorrow it is going to the moon
314,0,en,1.0,0,Probably my best tweet ETC ETH BTC LTC DGB
315,1,en,0.0,0,withdrew litecoin from my vault now waited 48 hours Now its not clearing the funds Help
316,0,en,0.0,1,Cryptocurrencies ETH LTC DASH XMR ZCASH
317,1,en,0.37142857142857144,0,Really wish for more volume in litecoin right now Trying to make some more money
318,0,en,0.0,0,Valores dolar R 3 3372 BITCOIN MCDTBC R 58999 12345000 BITCOIN BLCHAIN R 54930 09 LITECOIN MCDTBC R 1097 77777000
319,0,en,-0.05,0,Long term Hold position u2026 LTCUSD
320,0,en,0.0,0,If LTC keeps moving up we might see the following targets Target 1 450 Target 2 475 Target 3 500 Target 4
321,0,en,0.2857142857142857,0,Yeah believe me you are doing the right thing investing in crypto Litecoin will moon
322,0,en,0.0,0,You haven t had a give away for that 1 LTC yet that you had said you would do a while back
323,0,en,0.3,0,alright I just invested 100 worth of BTC ETH amp LTC
324,0,en,0.0,0,Buy and hold at dip
325,2,en,0.35714285714285715,0,io We need people to start using litecoin for most transactions to take a large part of the load off BT
327,2,en,0.0,0,Litecoin
329,0,en,0.2681818181818182,1,Join the AllStarTradingTeam NOW for our FREE live Crypto Q amp A Bring your questions BTC LTC ETH Ripple XRP
330,0,en,0.6,0,I liked a video Ripple Litecoin Bitcoin amp Ether Lets Go
331,0,en,0.9099999999999999,0,LTC very good buy now to 600USD
332,0,en,0.0,0,ltc breaking out on the 1 min charts
333,0,en,0.45,1,If you have difficulties to withdraw in Kraken and if you have service non available try many times and it will w
334,0,en,0.07777777777777779,0,Come on I need my Litecoin to go up Not down
335,2,en,0.0,0,Pray for the niggas that use litecoin
336,3,en,0.0,0,All you bears Piss off your not made for bull runs litecoin bitcoin
337,0,en,-0.7142857142857143,0,So sick Litecoin that s what profits look like cryptocurrency
338,0,en,0.0,0,Coming soon Litecoin Litecoinmatters
339,0,en,0.0,0,What your 1 HODL for 2018 Bitcoin Ethereum Litecoin BticoinCash Ripple Dash IOTA
340,1,en,5.551115123125783e-17,0,des Ehhhh Do it yourself and It s not so bad Also it feels really really good Jus
341,0,en,0.0,0,Current LTC price 279 27 Buy on Binance with 50 discount trading fee
342,0,en,0.0,0,Litecoin started to take off because it s one of the 3 currency exchanges on coinbase Wh
343,0,en,0.10714285714285714,0,Hold DO NOT TAKE SUCH A LARGE LOSS ltc will pump again infact take a look at the 1min c
344,1,en,0.06153846153846154,0,is Litecoin ready to run Broke through 285 Are the bulls being let loose
346,0,en,0.0,0,BTC ETH XVG NEO LTC SUB
347,0,en,0.0,0,Beatles are the BTC to the Yardbirds LTC
348,2,en,0.39285714285714285,0,Shoutout to litecoin for peaking right as I bought more of it
349,0,en,-0.4,0,LTC losses comes with the game
351,1,en,-0.1,0,LWbTqK84C11ZsR2mg3vxJhi5WFFXkbqoKj lets see a LTC surge in the next few hours
352,0,en,0.0,0,Litecoin LTC Current Price 274 072 1 Hour 1 12 24 Hours 10 01 7 Days 182 0 ltc litecoin
354,0,en,0.1,0,Thank you but I ll stick with decentralized Litecoin for fast and low fees
355,0,en,-0.125,0,Finally caved bought ADA and REQ LTC has fallen might exchange not sure yet
357,0,en,0.0,0,Current BTC price 16578 80 Buy on Binance with 50 discount trading fee
358,0,en,0.0,0,Take that money and invest it into LiteCoin
359,0,en,-0.05,0,As long as they don t touch my Litecoin
360,2,en,0.0,1,Received my 18k Gold Ledger Nano from the I would like to thank and for
361,0,en,0.21666666666666665,0,Strongly believe ppl will sell off xrp gains and return back to ltc
